Number,SMILES,IC50 NDM (uM),,,,
137,OC(/C=C/C1=CC=C(O)C(O)=C1)=O,>600,,,,
4,OC1=C(C2=NN=C(SCC(NC3=CC(Cl)=C(Cl)C=C3)=O)N2)C=CC=C1,>1000,,,,
5,OC1=C(C2=NN=C(SCC(NC3=CC=C(Cl)C=C3Cl)=O)N2)C=CC=C1,>1000,,,,
6,OC1=C(C2=NN=C(SCC(NC3=C([N+]([O-])=O)C=C(Cl)C=C3)=O)N2)C=CC=C1,>1000,,,,
7,OC1=C(C2=NN=C(SCC(NC3=C([N+]([O-])=O)C=CC(Cl)=C3)=O)N2)C=CC=C1,>1000,,,,
8,OC1=C(C2=NN=C(SCC(NC3=CC=C([N+]([O-])=O)C=C3Cl)=O)N2)C=CC=C1,>1000,,,,
9,OC1=C(C2=NN=C(SCC(NC3=CC=CC=C3F)=O)N2)C=CC=C1,>1000,,,,
10,OC1=C(C2=NN=C(SCC(NC3=CC(F)=CC=C3)=O)N2)C=CC=C1,>1000,,,,
11,OC1=C(C2=NN=C(SCC(NC3=CC=C(F)C=C3)=O)N2)C=CC=C1,>1000,,,,
12,OC1=C(C2=NN=C(SCC(NC3=C(F)C=CC=C3F)=O)N2)C=CC=C1,>1000,,,,
13,OC1=C(C2=NN=C(SCC(NC3=CC=C(OC(F)(F)F)C=C3)=O)N2)C=CC=C1,>1000,,,,
101,OP(CC1=CC=CC=N1)(O)=O,>1000,,,,
425,O=C(NC(CCSC)C(SCC(O)=O)=O)CC1=CC=CS1,>1000,,,,
426,O=C(NC(CO)C(SCC(O)=O)=O)CC1=CC=CS1,>1000,,,,
428,O=C(NC(CC1=CNC2=CC=CC=C21)C(SCC(O)=O)=O)CC3=CC=CS3,>1000,,,,
429,O=C(CC1=CC=CS1)NCCCCC(C(SCC(O)=O)=O)NC(CC2=CC=CS2)=O,>1000,,,,
430,O=C(N1CCCC1C(SCC(O)=O)=O)CC2=CC=CS2,>1000,,,,
472,SCC(C)C(OC)=O,>1000,,,,
481,SCC(C)C(NC1=C(NC)C=CC=C1)=O,>1000,,,,
498,SCC(C)C(N1CCOCC1)=O,>1000,,,,
923,OC([C@H](N)CN[C@@H](C(O)=O)CN[C@@H](CC(O)=O)C(O)=O)=O,>1000,,,,
926,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(SC)C=C4)=C1,>1000,,,,
927,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(S(=O)(C)=O)C=C4)=C1,>1000,,,,
928,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(S(O)=O)C=C4)=C1,>1000,,,,
931,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(S(=O)(N)=O)C=C4)=C1,>1000,,,,
933,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(SC)C=C4)=C1,>1000,,,,
934,O=S(NC(C=C1)=CC=C1/C=N/NC2=C3C(CCCC3)=NC4=CC=CC=C42)(C)=O,>1000,,,,
935,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(C(OC)OC)C=C4)=C1,>1000,,,,
940,O=S(NC(C=C1)=CC=C1/C=N/NC2=CC=NC3=CC(OC)=CC=C32)(C)=O,>1000,,,,
945,CC1=NC2=CC3=C(OCO3)C=C2C(NNCC4=CC=C(S(=O)(N)=O)C=C4)=C1,>1000,,,,
86,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC=C([N+]([O-])=O)C=C3,NA,,,,
87,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC([N+]([O-])=O)=CC=C3,NA,,,,
88,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC=C(F)C=C3,NA,,,,
89,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC=C(Cl)C=C3,NA,,,,
90,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC=C(Br)C=C3,NA,,,,
91,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC(Br)=CC=C3,NA,,,,
92,O=C(N[C@@H](CC1=CC2=CC=CC=C2N1)C(SCC(O)=O)=O)C3=CC=C(C(F)(F)F)C=C3,NA,,,,
93,O=C(N[C@@H](CCSC)C(SCC(O)=O)=O)C1=CC=C([N+]([O-])=O)C=C1,NA,,,,
94,O=C(N[C@@H](CCSC)C(SCC(O)=O)=O)C1=CC=C(Cl)C=C1,NA,,,,
95,O=C(N[C@@H](CCSC)C(SCC(O)=O)=O)C1=CC(Br)=CC=C1,NA,,,,
139,OC(C1=C2C(CN(CC3=C(F)C=CC=C3Cl)C2=O)=CC=C1)=O,NA,,,,
140,O=C(C1=C(O)C2=C(C=CC=C2)C(Cl)=N1)N[C@@H](C(O)=O)CC3=CNC4=C3C=CC=C4,NA,,,,
141,OC1=C(O)C=C(C[C@H](C(O)=O)OC(/C=C/C2=CC=C(O)C(O)=C2)=O)C=C1,NA,,,,
273,OC([C@@H](N)CN[C@H](C(O)=O)CN[C@@H](CC(OC)=O)C(OC)=O)=O,NA,,,,
278,[O-]C(CSCC(NC1=CC=CC=C1)=O)=O,NA,,,,
279,[O-]C(CSCC(NC1=CC=CC=C1O)=O)=O,NA,,,,
280,[O-]C(CSCC(NC1=CC=CC=C1C)=O)=O,NA,,,,
281,[O-]C(CSCC(NC1=CC=CC=C1CC)=O)=O,NA,,,,
282,[O-]C(CSCC(NC1=CC=C(C)C=C1)=O)=O,NA,,,,
283,[O-]C(CSCC(NC1=CC=C(CCCC)C=C1)=O)=O,NA,,,,
284,[O-]C(CSCC(NC1=CC=CC=C1[N+]([O-])=O)=O)=O,NA,,,,
285,[O-]C(CSCC(NC1=CC=C([N+]([O-])=O)C=C1)=O)=O,NA,,,,
286,[O-]C(CSCC(NC1=CC=C(C(O)=O)C=C1)=O)=O,NA,,,,
287,[O-]C(CSCC(NC1=CC=CC=C1Cl)=O)=O,NA,,,,
288,[O-]C(CSCC(NC1=CC=CC(Cl)=C1)=O)=O,NA,,,,
289,[O-]C(CSCC(NC1=CC=C(Cl)C=C1)=O)=O,NA,,,,
290,[O-]C(CSCC(NCC1=CC=CC=C1)=O)=O,NA,,,,
291,[O-]C(CSCC(NCCCC)=O)=O,NA,,,,
292,[O-]C(CSCC(NCC(C)C)=O)=O,NA,,,,
293,[O-]C(CSCC(NC(C)(C)C)=O)=O,NA,,,,
294,O=C(O)[C@@H]1CCCN1C([C@H](C)CS)=O,NA,,,,
295,[O-][N+]1=C(S[Na])C=CC=C1,NA,,,,
296,S=C1C=CC=C(C(O)=O)N1O,NA,,,,
297,S=C1C=CC=C(C(N[C@H](C2=CC=CC=C2)C(O)=O)=O)N1O,NA,,,,
303,SCC(CCCCC1=CC=CC=C1)P(OCC)(OCC)=O,NA,,,,
308,O=P(OCC)(OCC)C(CCC1=CC=CC=C1)CSC(C)=O,NA,,,,
309,O=P(OCC)(OCC)C(CCCC1=CC=CC=C1)CSC(C)=O,NA,,,,
310,O=P(OCC)(OCC)C(CCCCC1=CC=CC=C1)CSC(C)=O,NA,,,,
315,O=C(O)C1=CC=CC2=C1O[B-](O)(O)[C@@H](NC(C3CCCCC3)=O)C2,NA,,,,
316,O=C(O)C1=CC=CC2=C1O[B-](O)(O)[C@@H](NC(C3=CC=C(CN)C=C3)=O)C2,NA,,,,
317,O=C(CSC1=NN=C(C2=C(C(O)=O)C=CC=C2)N1)NC3=NC4=C(C=CC=C4)S3,NA,,,,
324,N[C@H](C(O)=O)CN[C@H](C(O)=O)CC(O)=O,NA,,,,
325,O=C(OC(C)(C)C)[C@H](CN[C@H](C(OC(C)(C)C)=O)CC(OC(C)(C)C)=O)NS(C1=CC=CC=C1[N+]([O-])=O)(=O)=O,NA,,,,
326,O=C(OC(C)(C)C)[C@H](CN[C@H](C(OC(C)(C)C)=O)CC(OC(C)(C)C)=O)N,NA,,,,
327,O=C(OC(C)(C)C)[C@H](CN[C@H](C(OC(C)(C)C)=O)CC(OC(C)(C)C)=O)NC[C@H](NS(C1=CC=CC=C1[N+]([O-])=O)(=O)=O)C(OC)=O,NA,,,,
328,O=C(OC(C)(C)C)[C@H](CN[C@H](C(OC(C)(C)C)=O)CC(OC(C)(C)C)=O)NC[C@H](N)C(OC)=O,NA,,,,
330,OC(CC[C@@H](C(O)=O)NC[C@@H](C(O)=O)N)=O,NA,,,,
331,O=C(CC[C@@H](C(OC(C)(C)C)=O)NC[C@@H](C(O)=O)NC[C@H](NS(=O)(C1=C([N+]([O-])=O)C=CC=C1)=O)C(O)=O)OC(C)(C)C,NA,,,,
339,O=C(NC(C(SCC(O)=O)=O)CC1=CNC2=C1C=CC=C2)CC3=CC=C(C4=CC=CC=C4)C=C3,NA,,,,
340,O=C(NC(C(SCC(O)=O)=O)CC1=CNC2=C1C=CC=C2)CC3=CC=CC=C3,NA,,,,
341,O=C(NC(C(SCC(O)=O)=O)CC1=CNC2=C1C=CC=C2)CCCCC,NA,,,,
342,O=C(NC(C(SCC(O)=O)=O)CC1=CC=CC=C1)CC2=CC=C(C3=CC=CC=C3)C=C2,NA,,,,
343,O=C(NC(C(SCC(O)=O)=O)CC1=CC=CC=C1)CC2=CC=CC=C2,NA,,,,
344,O=C(NC(C(SCC(O)=O)=O)CC1=CC=CC=C1)CCCCC,NA,,,,
345,O=C(NC(C(SCC(O)=O)=O)CCSC)CC1=CC=C(C2=CC=CC=C2)C=C1,NA,,,,
346,O=C(NC(C(SCC(O)=O)=O)CCSC)CC1=CC=CC=C1,NA,,,,
347,O=C(NC(C(SCC(O)=O)=O)CCSC)C1=CC=CC=C1,NA,,,,
348,O=C(NC1=CC=C(C(SCC(O)=O)=O)C=C1)OCC2=CC=CC=C2,NA,,,,
374,CC(SCC(O)=O)=O,NA,,,,
375,OC([C@@H](NC(CS)=O)CC1=CC=C(OCC2=CC=CC=C2)C=C1)=O,NA,,,,
376,OC([C@@H](NC(CCS)=O)CC1=CC=C(OCC2=CC=CC=C2)C=C1)=O,NA,,,,
377,OC([C@@H](NC(CCCS)=O)CC1=CC=C(OCC2=CC=CC=C2)C=C1)=O,NA,,,,
378,OC([C@@H](NC(CS)=O)CC1=CNC2=C1C=CC=C2)=O,NA,,,,
379,OC([C@@H](NC(CCS)=O)CC1=CNC2=C1C=CC=C2)=O,NA,,,,
380,OC([C@@H](NC(CCCS)=O)CC1=CNC2=C1C=CC=C2)=O,NA,,,,
381,OC([C@@H](NC(CS)=O)CC1=CC=CC=C1)=O,NA,,,,
382,OC([C@@H](NC(CCS)=O)CC1=CC=CC=C1)=O,NA,,,,
383,OC([C@@H](NC(CCCS)=O)CC1=CC=CC=C1)=O,NA,,,,
384,OC1=CC=C(C[C@H](NC(CS)=O)C(O)=O)C=C1,NA,,,,
385,OC1=CC=C(C[C@H](NC(CCS)=O)C(O)=O)C=C1,NA,,,,
386,OC1=CC=C(C[C@H](NC(CCCS)=O)C(O)=O)C=C1,NA,,,,
387,OC([C@H]1N(C(CS)=O)CCC1)=O,NA,,,,
388,OC([C@H]1N(C(CCS)=O)CCC1)=O,NA,,,,
389,OC([C@H]1N(C(CCCS)=O)CCC1)=O,NA,,,,
390,OC([C@@H]1N(C(CS)=O)CCC1)=O,NA,,,,
391,OC([C@@H]1N(C(CCS)=O)CCC1)=O,NA,,,,
392,OC([C@@H]1N(C(CCCS)=O)CCC1)=O,NA,,,,
393,OC([C@H]1N(C(CC(O)=O)=O)CCC1)=O,NA,,,,
394,OC([C@H]1N(C(CCC(O)=O)=O)CCC1)=O,NA,,,,
395,OC([C@H]1N(C(CCCC(O)=O)=O)CCC1)=O,NA,,,,
396,OC([C@@H]1N(C(CC(O)=O)=O)CCC1)=O,NA,,,,
397,OC([C@@H]1N(C(CCC(O)=O)=O)CCC1)=O,NA,,,,
398,OC([C@@H]1N(C(CCCC(O)=O)=O)CCC1)=O,NA,,,,
399,O=C(O)COC[C@@H]1N(C(CS)=O)CCC1,NA,,,,
400,O=C(O)COC[C@@H]1N(C(CCS)=O)CCC1,NA,,,,
401,O=C(O)COC[C@@H]1N(C(CCCS)=O)CCC1,NA,,,,
402,O=C(O)C1N(C(CSC(C)=O)=O)CCCC1,NA,,,,
403,O=C(O)C1N(C(CS)=O)CCCC1,NA,,,,
404,O=C(O)C1N(C(CCS)=O)CCCC1,NA,,,,
405,O=C(O)C1N(C(CCCS)=O)CCCC1,NA,,,,
412,SC1=NN=C(C(F)(F)F)N1C,NA,,,,
413,O=C(O)C1=C(C(C2=CC=C(F)C=C2)=O)C=CC=C1,NA,,,,
414,OC(CCC(C1=CC=C(CCC)C=C1)=O)=O,NA,,,,
415,ClC(C=C1)=CC2=C1C(SCC(O)=O)=CC=N2,NA,,,,
416,CC1=CC=C2C(C(N3CCNCC3)=CC(C(F)(F)F)=N2)=C1,NA,,,,
417,OC(C1=CN=CC(C#CC2=CC=CC=C2)=C1)=O,NA,,,,
418,OC(CCCC1=CNC2=CC=CC=C21)=O,NA,,,,
419,O=C1C2=C(C=CC=C2)OC=C1C#N,NA,,,,
420,FC(F)(F)C1=CC(C2=CC=CS2)=NC(O)=C1C#N,NA,,,,
431,O=C(NC1=CC=CC=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
432,O=C(NC1=NC2=CC=CC=C2N1)CSC3=NN=C(C4=CC=CC=C4C(O)=O)N3,NA,,,,
433,O=C(NC1=NC(C=CC=C2)=C2S1)CSC3=NN=C(C4=CC=CC=C4C(O)=O)N3,NA,,,,
434,O=C(NC1=CC=C(Cl)C=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
435,O=C(NC1=CC=C([N+]([O-])=O)C=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
436,O=C(NCC1=CC=CC=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
437,O=C(NC1=C(Cl)C=CC=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
438,O=C(NC1=CC=CC(Cl)=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
439,O=C(NC1=CC=CC=C1[N+]([O-])=O)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
440,O=C(NC1=CC=CC([N+]([O-])=O)=C1)CSC2=NN=C(C3=CC=CC=C3C(O)=O)N2,NA,,,,
441,O=C(NC1=CC=CC=C1)CSC2=NN=C(CCC(O)=O)N2,NA,,,,
442,O=C(NC1=NC(C=CC=C2)=C2N1)CSC3=NN=C(CCC(O)=O)N3,NA,,,,
443,O=C(NC1=CC=C(Cl)C=C1)CSC2=NN=C(CCC(O)=O)N2,NA,,,,
463,O=C(CSC1=NN=C(C2=CN=CC=C2)O1)NC(S3)=NC4=C3C=CC=C4,NA,,,,
464,O=C(CSC1=NN=C(C2=CN=CC=C2)S1)NC(S3)=NC4=C3C=CC=C4,NA,,,,
466,O=C(NC1=CC=CC=C1)CSC(O2)=NN=C2C3=CN=CC=C3,NA,,,,
467,O=C(NC1=CC=CC=C1)CSC(S2)=NN=C2C3=CN=CC=C3,NA,,,,
501,O=C(C1=CSC(CC2=CC=CC=C2)=N1)O,NA,,,,
502,O=C(C1=CSC(C2=CC=CC=C2)=N1)O,NA,,,,
503,O=C([C@H]1N=C(CC2=CC=CC=C2)SC1)O,NA,,,,
504,O=C([C@H]1N=C(C2=CC=CC=C2)SC1)O,NA,,,,
505,O=C([C@@H]1N=C(C2=CC=CC=C2)SC1)O,NA,,,,
506,O=C([C@H]1NC(CC2=CC=CC=C2)SC1)O,NA,,,,
507,O=C([C@H]1NC(C2=CC=CC=C2)SC1)O,NA,,,,
508,ClC(C=C1)=CC=C1C2=N[C@H](C(O)=O)CS2,NA,,,,
509,BrC(C=C1)=CC=C1C2=N[C@H](C(O)=O)CS2,NA,,,,
510,NC1=CC=CC(C2=N[C@H](C(O)=O)CS2)=C1,NA,,,,
511,CC(NC1=CC=CC(C2=N[C@H](C(O)=O)CS2)=C1)=O,NA,,,,
512,O=C(OC(C)(C)C)NC1=CC=CC(C2=N[C@H](C(O)=O)CS2)=C1,NA,,,,
513,OC(C=CC=C1)=C1C2=N[C@H](C(O)=O)CS2,NA,,,,
514,O=C(CC1=CC=CC=C1)NCC2=N[C@H](C(O)=O)CS2,NA,,,,
515,O=C(CC1=CC=CC(OC)=C1)NCC2=N[C@H](C(O)=O)CS2,NA,,,,
516,O=C(OC(C)(C)C)NCC1=N[C@H](C(O)=O)CS1,NA,,,,
517,O=C(OCC1=CC=CC=C1)NCC2=N[C@H](C(O)=O)CS2,NA,,,,
518,OC(C1OCC(C(O)=O)N1)=O,NA,,,,
519,OC(C1SCC(C(O)=O)N1)=O,NA,,,,
520,OC(C1CCC(C(O)=O)N1)=O,NA,,,,
521,SC1=NN=C(S1)C2=NC=CC=C2,NA,,,,
522,SC1=NN=C(S1)C2=CC=NC=C2,NA,,,,
523,SC1=NN=C(N1)C2=NC=CC=C2,NA,,,,
524,SC1=NN=C(N1)C2=CC=NC=C2,NA,,,,
525,OC1=C(C)OC=CC1=S,NA,,,,
526,CC1=C(CCCC)C=CC(C(O)=O)=C1C(O)=O,NA,,,,
527,OC(C1=C(C(O)=O)C=C(CCCC)C=C1)=O,NA,,,,
528,OC(C1=C(C(O)=O)C=C(C(C)(C)C)C=C1)=O,NA,,,,
529,OC(C1=C(C(O)=O)C=C(C2=CC=CC=C2)C=C1)=O,NA,,,,
530,OC(C1=C(C(O)=O)C=CC=C1)=O,NA,,,,
531,OC(C1=C(C(O)=O)C=C(C)C=C1)=O,NA,,,,
532,CC1=CC=CC(C(O)=O)=C1C(O)=O,NA,,,,
533,OC(C1=C(C(O)=O)C(CCCO)=CC=C1)=O,NA,,,,
534,OC(C1=C(C(O)=O)C(C2=CC=CC=C2)=CC=C1)=O,NA,,,,
535,OC(C1=C(C(O)=O)C(C2=C(O[Na])C=CC=C2)=CC=C1)=O,NA,,,,
536,OC(C1=C(C(O)=O)C(C2=CC(O)=CC=C2)=CC=C1)=O,NA,,,,
537,OC(C1=C(C(O)=O)C(C2=CC=C(O)C=C2)=CC=C1)=O,NA,,,,
538,OC(C1=C(C(O)=O)C(C2=C(C(O)=O)C=CC=C2)=CC=C1)=O,NA,,,,
539,OC(C1=C(C(O)=O)C(C2=CC(C(O)=O)=CC=C2)=CC=C1)=O,NA,,,,
540,OC(C1=C(C(O)=O)C(C2=CC=C(C(O)=O)C=C2)=CC=C1)=O,NA,,,,
541,OC1=C2C(C(C(C(NCCNCCO)=CC=C3NCCNCCO)=C3C2=O)=O)=C(O)C=C1,NA,,,,
542,OC(C1=CC=C([Hg]Cl)C=C1)=O,NA,,,,
543,IC1=CC=C(S(=O)(NCC2=C(COCCC#C)N=NN2)=O)C=C1,NA,,,,
544,IC1=CC=C(S(=O)(NCC2=C(COC)N=NN2)=O)C=C1,NA,,,,
651,IC1=CC=C(S(=O)(NCC(NN=N2)=C2COCCC#C)=O)C=C1,NA,,,,
652,IC1=CC=C(S(=O)(NCC(NN=N2)=C2COC)=O)C=C1,NA,,,,
653,IC1=CC=C(S(=O)(NCC(NN=N2)=C2COCC3OC(C)(C)OC3)=O)C=C1,NA,,,,
654,IC1=CC=C(S(=O)(NCC(NN=N2)=C2CC3=CN(C)C4=C3C=CC=C4)=O)C=C1,NA,,,,
655,IC1=CC=C(S(=O)(NCC(NN=N2)=C2CN3CCN(C4=CC(Cl)=C(Cl)C=C4)CC3)=O)C=C1,NA,,,,
656,IC1=CC=C(S(=O)(NCC(NN=N2)=C2CN3CCN(C4=CC(Cl)=CC=C4C)CC3)=O)C=C1,NA,,,,
545,SCC1=CC(CS)=CC(C(O)=O)=C1,NA,,,,
546,SCC(C1=CC=CC=C1)=O,NA,,,,
547,SCCC(N[C@H](C)C(O)=O)=O,NA,,,,
548,SCCC(N[C@@H](C)C(O)=O)=O,NA,,,,
549,SCCC(NC(C1=CC=CC=C1)C(O)=O)=O,NA,,,,
550,SCCC(N[C@H](CC1=CC=CC=C1)C(O)=O)=O,NA,,,,
551,SCCC(N[C@H](C(C)C)C(O)=O)=O,NA,,,,
552,SC(C(O)=O)C(C(O)=O)S,NA,,,,
553,SC[C@@H](C(O)=O)NC(C1=CC=CC=C1)=O,NA,,,,
554,SC[C@H](C(O)=O)NC(C1=CC=CC=C1)=O,NA,,,,
555,SC[C@@H](C(O)=O)NC(CC1=CC=CC=C1)=O,NA,,,,
556,SC[C@H](C(O)=O)NC(CC1=CC=CC=C1)=O,NA,,,,
557,SC[C@@H](C(O)=O)NC(CCC1=CC=CC=C1)=O,NA,,,,
558,SC[C@H](C(O)=O)NC(CCC1=CC=CC=C1)=O,NA,,,,
559,O=C(C1=CC=C(C)C=C1)O[C@H](C(O)=O)[C@H](OC(C2=CC=C(C)C=C2)=O)C(O)=O,NA,,,,
560,O=C(C(C)(C)C)O[C@H](C(O)=O)[C@H](OC(C(C)(C)C)=O)C(O)=O,NA,,,,
561,O=C(C1=CC=CC=C1)OC(C(O)=O)C(OC(C2=CC=CC=C2)=O)C(O)=O,NA,,,,
562,COC(C=C1)=CC=C1OC2=C(OC3=CC=C(OC)C=C3)C=C(C(O)=O)C(C(O)=O)=C2,NA,,,,
563,COC(C=C1)=CC=C1OC2=C(OC3=CC=C(OC)C=C3)C=C(C(O)=O)C(C(O)=O)=C2,NA,,,,
564,O=C(C1=C(C2=CC=CC=C2)OC(C3=CC=CC=C3)=C1C(O)=O)O,NA,,,,
565,O=C(C1C(C(O)=O)C(C2=CC=CC=C2)C=CC1C3=CC=CC=C3)O,NA,,,,
566,O=C(C(C1=CC=CC=C1)SC(C2=CC=CC=C2)C(O)=O)O,NA,,,,
567,O=S(N[C@@H](C(O)=O)CC1=CC=CC=C1)(N[C@@H](C(O)=O)CC2=CC=CC=C2)=O,NA,,,,
568,O=C(NC1=CC=CC=C1C)C2=CC(C=CC=C3)=C3C=C2OP(O)(O)=O,NA,,,,
569,NC1=CC(S(=O)(O)=O)=C(/C=C/C2=C(S(=O)(O)=O)C=C(N)C=C2)C=C1,NA,,,,
570,SC1=NN=C(C2=CC=CC=C2C)N1/N=C/C3=C(C(O)=O)C=CC=C3,NA,,,,
571,BrC1C(Br)C2C(C(O)=O)C(C(O)=O)C1O2,NA,,,,
572,OC(C(CC1=CC=CC=C1Cl)CC(O)=O)=O,NA,,,,
573,OC(CC(CC1=CC=C(OCO2)C2=C1)C(O)=O)=O,NA,,,,
574,O[C@H]1CC[C@@]2(C)[C@@](C(C(O)=O)C(C(O)=O)[C@]3(CC)C2=CC[C@@]4(C)[C@@]3([H])CC[C@@H]4C(C)=O)(CC)C1,NA,,,,
575,IC1=C(O)C(/C=N/C(CO)(C)CO)=CC(I)=C1,NA,,,,
576,CC(SC(C(O)=O)C1=CC=CC=C1)=O,NA,,,,
577,O=C(C1=CC=CC=C1)SC(C2=CC=CC=C2)C(O)=O,NA,,,,
578,SC(C(O)=O)C1=CC=CC=C1,NA,,,,
579,SC(C(O)=O)C1=CC=C(OC)C=C1,NA,,,,
580,SC(C(O)=O)C1=CC=C(F)C=C1,NA,,,,
581,O=C(C(SSC(C1=CC=CC=C1)C(O)=O)C2=CC=CC=C2)O,NA,,,,
582,O=C(C(SSC(C1=CC=C(OC)C=C1)C(O)=O)C2=CC=C(OC)C=C2)O,NA,,,,
583,SC1=C(C(O)=O)C=CC=C1,NA,,,,
584,SC1=CC=C(C(O)=O)C=C1,NA,,,,
585,SCC1=CC=CC=C1,NA,,,,
586,O=C(O)[C@@]([H])(CC1=CC(OCO2)=C2C=C1)[C@@](CC3=CC4=C(OCO4)C=C3)([H])C(O)=O,NA,,,,
587,O=C(O)[C@@]([H])(CC1=CC=CC=C1)[C@@](CC2=CC=CC=C2)([H])C(O)=O,NA,,,,
588,O=C(O)[C@@](CC1=CC=CC=C1)([H])[C@@]([H])(CC2=CC=CC=C2)C(O)=O,NA,,,,
589,O=C(O)[C@@]([H])(CC1=CC=CC=C1)[C@@]([H])(CC2=CC=CC=C2)C(O)=O,NA,,,,
590,O=C(O)[C@@]([H])([H])[C@@]([H])([H])C(O)=O,NA,,,,
591,O=C(O)[C@@]([H])(CC1=CC=CC=C1)C([H])([H])C(O)=O,NA,,,,
592,O=C(O)C(C)(C)C([H])([H])C(O)=O,NA,,,,
593,O=C(O)[C@@](CC)(C)C([H])([H])C(O)=O,NA,,,,
594,O=C(O)[C@@]([H])([C@@H](C)C1=CC=CC=C1)[C@@](CC2=CC=CC=C2)([H])C(O)=O,NA,,,,
595,O=C(O)[C@@]([H])([C@@H](C1=CC=CC=C1)C)[C@@](CC2=CC=CC=C2)([H])C(O)=O,NA,,,,
596,O=C(O)[C@@]([H])(CC1=CC=CC=C1)[C@@](CC2=CC3=C(OCO3)C=C2)([H])C(O)=O,NA,,,,
597,O=C1N(C(C(O)=O)=C(SC2=CC(C=CC=C3)=C3S2)[C@@H]4C)[C@@]4([H])[C@@]1([H])[C@H](O)C,NA,,,,
598,O=C1N(C(C(O)=O)=C(SC2=CSC3=C2C=CC=C3)[C@@H]4C)[C@@]4([H])[C@@]1([H])[C@H](O)C,NA,,,,
599,O=C1N(C(C(OC)=O)=C(SC2=CC(C=CC=C3)=C3S2)[C@@H]4C)[C@@]4([H])[C@@]1([H])[C@H](O)C,NA,,,,
600,O=C1N(C(C(O)=O)=C(S[C@@H]2CN[C@H](CSC3=CC(C=CC=C4)=C4S3)C2)[C@@H]5C)[C@@]5([H])[C@@]1([H])[C@H](O)C,NA,,,,
601,O=C1N(C(C(O)=O)=C(SC2=NC(C=CC=C3)=C3S2)[C@@H]4C)[C@@]4([H])[C@@]1([H])[C@H](O)C,NA,,,,
602,O=C1N(C(C(O)=O)=C(SC2=NC(C=CC=C3)=C3N2)[C@@H]4C)[C@@]4([H])[C@@]1([H])[C@H](O)C,NA,,,,
603,O=C1N(C(C(O)=O)=C(SC(N2CC=C(C[N+]3(CC4)CC[N+]4(CC(N)=O)CC3)CC2)=S)[C@@H]5C)[C@@]5([H])[C@@]1([H])[C@H](O)C,NA,,,,
604,O=C1[C@@]([C@H](O)C)([H])[C@]2([H])N1C(C(O)=O)=C(SC(N3CC=C(C[N+]4(CC5)CC[N+]5(CCO)CC4)CC3)=S)[C@@H]2C,NA,,,,
